text,label
उसे अपने दोस्तों से 2 और मिले ।,0
उसके पास अब कितने बिल्ली के बच्चे हैं ?,2
उनकी यात्रा का अंतिम पड़ाव एक्वेरियम था ।,2
"अदिति शार्क की 35 प्रजातियों , ईल की 15 प्रजातियों और व्हेल की 5 विभिन्न प्रजातियों को पहचान पाई ।",0
वह कितनी प्रजातियों की पहचान कर पाई ?,0
किसी स्कूल को विद्यालय सुविधा अनुदान के तहत रु . 5000 प्राप्त हुए ।,2
स्कूल की विभिन्न सुविधाओं पर रु . 3965 खर्च हो गये ।,2
बताओ,2
बताओ कितने रूपये शेष बचे ?,0
1 हलवाई को 25 लीटर दूध खोया बनाने,0
"1 हलवाई को 25 लीटर दूध खोया बनाने के लिए , 30 लीटर दूध पनीर बनाने",0
"1 हलवाई को 25 लीटर दूध खोया बनाने के लिए , 30 लीटर दूध पनीर बनाने के लिए और 18 लीटर दूध चाय बनाने",0
"1 हलवाई को 25 लीटर दूध खोया बनाने के लिए , 30 लीटर दूध पनीर बनाने के लिए और 18 लीटर दूध चाय बनाने के लिए चाहिए",0
"1 हलवाई को 25 लीटर दूध खोया बनाने के लिए , 30 लीटर दूध पनीर बनाने के लिए और 18 लीटर दूध चाय बनाने के लिए चाहिए , बताओ",2
"1 हलवाई को 25 लीटर दूध खोया बनाने के लिए , 30 लीटर दूध पनीर बनाने के लिए और 18 लीटर दूध चाय बनाने के लिए चाहिए , बताओ , हलवाई को कितने लीटर दूध की ज़रूरत है ?",2
जागृति अपने स्कूल के बैंड में शामिल हुई ।,2
उसने ₹149.16 की 1 बांसुरी ख़रीदी,4
"उसने ₹149.16 की 1 बांसुरी ख़रीदी , ₹9.98 का 1 संगीत उपकरण और उसने स्टोर क्रेडिट लेकर",0
"उसने ₹149.16 की 1 बांसुरी ख़रीदी , ₹9.98 का 1 संगीत उपकरण और उसने स्टोर क्रेडिट लेकर गानों की 1 पुस्तक लौटा",1
जागृति को अपनी जेब में ₹8.65 मिले ।,0
जागृति ने म्यूज़िक स्टोर पर कितना खर्चा किया ?,0
सबीहा अपनी बहनों के साथ बाजार गई ।,1
"उन्होंने 105 रु . , 58 रु . व 47 रु . के समान खरीदे ।",4
बताइए,2
"बताइए , सबीहा ने बाजार में कुल कितने रुपये खर्च किए ?",0
रूपा ने 97 स्टिकर एकत्र किए ।,0
कैरोलिन ने रूपा की तुलना में 18 कम स्टिकर एकत्र किए ।,0
कैरोलिन ने कितने स्टिकर एकत्र किए ?,0
नितिन ने 35 ब्लॉकों का 1 टॉवर बनाया ।,0
उसने कुछ और ब्लॉक जोड़े,0
उसने कुछ और ब्लॉक जोड़े और अब उसके पास 65 ब्लॉक हैं ।,2
उसने कितने ब्लॉक जोड़े ?,0
टोनी के पास ₹20 थे ।,2
बेसबॉल के 1 मैच की टिकटें के लिए टोनी ने 8 रुपये खर्च किए ।,0
"मैच में , टोनी ने ₹3 का 1 हॉट डॉग खरीदा ।",4
टोनी के पास तब कितनी राशि थी ?,2
अनार के 1 पेड़ पर 15 अनार लगे हैं ।,0
अनार के दूसरे पेड़ पर 17 अनार लगे हैं ।,0
दोनों पेड़ों पर कुल कितने अनार लगे हैं ?,0
इससे पहले कि उनके दोस्तों ने उन्हें और स्टैम्प दिए,5
"इससे पहले कि उनके दोस्तों ने उन्हें और स्टैम्प दिए , सूरज के पास शुरू में 34 स्टैम्प थे ।",2
अगर अब उसके पास 61 स्टैम्प हैं,2
"अगर अब उसके पास 61 स्टैम्प हैं , तो उसे अपने दोस्तों से कितने स्टैम्प मिले ?",0
प्रिया ने जन्मदिन की पार्टी के लिए पहले से 54 कपकेक तैयार किए हैं ।,0
उसे 15 चॉकलेट कपकेक और 25 वेनिला कपकेक भी खरीदने होंगे ।,4
प्रिया कितने कपकेक पार्टी में ले जाएगी ?,0
1 माली ने 458 सेब के पेड़ खरीदे ।,4
वह हर लाइन में 5 पेड़ लगाना चाहता है ।,0
वह हर लाइन में 5 पेड़ लगाना चाहता है ।,0
कितने पेड़ बाक़ी बच जाएँगे ?,0
3 बच्चे झूला झूल,0
"3 बच्चे झूला झूल रहें हैं , 4 और आ",0
"3 बच्चे झूला झूल रहें हैं , 4 और आ गए तो अब कितने बच्चे हो गए ?",2
ब्रिजेट के पास 4 मिठाइयाँ थीं ।,2
हरीश के पास 4 मिठाइयाँ थीं ।,2
यदि हरीश ने अपनी सभी मिठाइयाँ ब्रिजेट को दे,5
"यदि हरीश ने अपनी सभी मिठाइयाँ ब्रिजेट को दे दीं , तो ब्रिजेट के पास कितनी मिठाइयाँ होंगी ?",2
1 गाँव में 155 पुरुष और 122 महिलाएँ हैं ।,2
बताइए,2
"बताइए , गाँव में कुल कितने पुरुष महिलाएँ हैं ?",2
आज 1 भोजनालय ने दोपहर के खाने में 5 केक परोसे,1
आज 1 भोजनालय ने दोपहर के खाने में 5 केक परोसे और रात के खाने में 6 केक परोसे ।,1
भोजनालय ने कल 3 केक परोसे थे ।,1
कुल कितने केक परोसे गए ?,1
सिद्धांत को समुद्र तट पर 35 सीपियाँ मिलीं ।,0
जागृति को 18 सीपियाँ मिलीं ।,0
उन्हें कुल कितनी सीपियाँ मिलीं ?,0
सिद्धांत के पास 6 पिल्ले थे ।,2
उसने उनमें से 2 1 दोस्त को दे दिए ।,5
उसके पास अब कितने पिल्ले हैं ?,2
मृदुल के पास 18 मिठाइयाँ थीं ।,2
उसके भाई ने उसे कुछ और मिठाइयाँ दीं ।,5
अब मृदुल के पास कुल 44 मिठाइयाँ हैं ।,2
मृदुल के भाई ने उसे कितनी मिठाइयाँ दीं ?,5
पूजा के पास 13 डीवीडी थीं ।,2
अगर वह उनमें से छह बेच,5
"अगर वह उनमें से छह बेच देती है , तो उसके पास कितनी बचीं ?",0
मृदुल के पास 18 टाॅफ़ियाँ थीं ।,2
उसके भाई ने उसे 44 टाॅफ़ियाँ दीं ।,5
मृदुल के पास अब कितनी टाॅफ़ियाँ हैं ?,2
"राहुल ने पैंट के लिए 1.05 मी . , कमीज के लिए 2.50 मी . और पाजामे के लिए 2.40 मी . कपड़ा खरीदा ।",4
राहुल द्वारा खरीदे,4
राहुल द्वारा खरीदे गये कुल कपड़े की लंबाई पता करें ।,0
दुर्गा के बटुए में 94 रुपये थे ।,2
ख़रीदारी करने,0
"ख़रीदारी करने के बाद , उसके पास 78 रुपये बचे ।",0
उसने कितना खर्चा किया ?,0
पानी में 25 मछलियाँ थी,2
"पानी में 25 मछलियाँ थी , 12 मछलियाँ और आ गईं ।",0
अब कितनी मछलियाँ हो गईं ?,2
लैला के पास बैंक में 8 रुपये थे ।,2
उसकी बहन ने उसे 3 रुपये दिए ।,5
लैला के पास अब कितने रुपये हैं ?,2
समुद्र तट पर मालिनी को 2 सीपियाँ और कल्पेश को 5 सीपियाँ मिलीं ।,0
जब उन्होंने उन्हें साफ किया,0
"जब उन्होंने उन्हें साफ किया , तो उन्हें पता चला",0
"जब उन्होंने उन्हें साफ किया , तो उन्हें पता चला कि 9 टूट गईं थीं ।",1
उन्हें कुल कितनी सीपियाँ मिलीं ?,0
ग्रेग और शेरोन के खेत आस पड़ोस के हैं ।,2
ग्रेग ने सोमवार को 0.4 एकड़ और शेरोन ने 0.1 एकड़ खेत की फसल काटी ।,1
ग्रेग ने शेरोन,3
ग्रेग ने शेरोन की तुलना में कितनी अधिक फसल काटी ?,1
1 पेड़ पर 15 कबूतर बैठे,0
"1 पेड़ पर 15 कबूतर बैठे थे , 4 कबूतर और आ गए ।",0
पेड़ पर कितने कबूतर हो जाएँगे ?,2
हरलीन ने 14 पेंसिलों में से 2 पेंसिलें बलराम को दे दीं ।,5
अब उसके पास कितनी पेंसिलें रह गईं ?,0
डाली पर 18 पत्तियाँ थीं ।,2
3 पत्तियाँ गिर गईं ।,1
अब कितनी पत्तियाँ बचीं ?,0
कामिनी ने बिस्कुट के 54 डिब्बे बेचे ।,5
जेनिफर ने कामिनी की तुलना में 17 अधिक डिब्बे बेचे ।,5
जेनिफर ने कितने डिब्बे बिस्कुट बेचे ?,5
1 बैकपैकिंग यात्रा के लिए ब्रैंडी ने मेवा बनाया ।,0
"उसने 0.16666666666666666 किलो मूँगफली , 0.16666666666666666 किलो चॉकलेट चिप्स और 0.08333333333333333 किलो किशमिश का प्रयोग किया ।",0
ब्रैंडी ने कितने किलो मेवा बनाया ?,0
लॉरी के पास कर्ट की तुलना में 12 अधिक कंचे हैं ।,2
कर्ट के पास डेनिस से 45 कंचे कम हैं ।,2
डेनिस के पास 70 कंचे हैं ।,2
लॉरी के पास कितने कंचे हैं ?,2
आशा और उसकी माँ अपने बगीचे से गाजरें उखाड़ रहे थे ।,0
आशा ने 29 उखाड़ीं,0
आशा ने 29 उखाड़ीं और उसकी माँ ने 16 उखाड़ीं ।,0
यदि उसने और 38 उखाड़ीं,0
"यदि उसने और 38 उखाड़ीं , तो उनके पास कितनी गाजरें हैं ?",2
यूजीन के पास 51 पेंसिलें थीं ।,2
उसे जॉइस से 6 और मिलती हैं ।,0
यूजीन के पास कुल कितनी पेंसिलें हैं ?,2
1 बस में 235 यात्री बैठे थे ।,0
इनमें से 38 यात्री उत्तर गए ।,1
बताइए,2
"बताइए , अब बस में कितने यात्री रहे ?",0
1 भोजनालय ने आज दोपहर के खाने में पाई के 7 टुकड़े परोसे ।,1
5 टुकड़े रात के खाने में परोसे ।,1
उसने कल 8 टुकड़े परोसे थे ।,1
आज पाई के कितने टुकड़े परोसे गए ?,1
कनिष्क के पास 5 गुब्बारे थे,2
कनिष्क के पास 5 गुब्बारे थे और सिद्धांत के पास 6 गुब्बारे थे ।,2
उन्होंने उन्हें 1 साथ मिला दिया ।,0
पर मालिनी ने उनमें से 7 चुरा लिए ।,1
कुल कितने गुब्बारे बचे हैं ?,0
वर्षा के पास 135 रुपये थे ।,2
उसने 20 रुपये अंजना को व 15 रुपये मंजरी को दे,5
उसने 20 रुपये अंजना को व 15 रुपये मंजरी को दे दिए तो बताओ,2
उसने 20 रुपये अंजना को व 15 रुपये मंजरी को दे दिए तो बताओ वर्षा के पास कितने रुपये बचे ?,0
"श्रीमती गुप्ता ने 21 सांप , 11 मगरमच्छ , 36 मेंढक और 57 भालू देखे ।",0
श्रीमती गुप्ता ने कितने जानवर देखे ?,0
स्कूल कैफ़ेटेरिया के पास 38 सेब थे ।,2
यदि उन्होंने दोपहर का खाना बनाने,0
यदि उन्होंने दोपहर का खाना बनाने के लिए 20 का प्रयोग किए,0
यदि उन्होंने दोपहर का खाना बनाने के लिए 20 का प्रयोग किए और फिर 28 और खरीदे,4
"यदि उन्होंने दोपहर का खाना बनाने के लिए 20 का प्रयोग किए और फिर 28 और खरीदे , तो उनके पास कितने सेब होंगे ?",2
मारिया ने अपने बगीचे से 48 गाजरें उखाड़ीं ।,0
अगर उसने उनमें से 15 बाहर फेंक,1
अगर उसने उनमें से 15 बाहर फेंक दीं और फिर अगले दिन 11 और फेंक,1
"अगर उसने उनमें से 15 बाहर फेंक दीं और फिर अगले दिन 11 और फेंक दीं , तो उसके पास कितनी गाजरें बचीं ?",0
"कल्पेश ने स्पीकर पर ₹136.01,1 सीडी प्लेयर पर ₹139.38 और नए टायर पर ₹112.46 खर्च किए ।",0
वह ₹6.16 की 3 सीड़ियाँ ख़रीदना,4
वह ₹6.16 की 3 सीड़ियाँ ख़रीदना चाहता,0
"वह ₹6.16 की 3 सीड़ियाँ ख़रीदना चाहता था , लेकिन नहीं खरीदीं ।",4
कुल मिलाकर,0
कुल मिलाकर उसने कितना ख़र्चा किया ?,0
आपके घर से लगभग 500 कदम की दूरी पर 1 मंदिर है ।,2
320 कदम आप चल,0
"320 कदम आप चल चुके हैं , अब बताइए",2
"320 कदम आप चल चुके हैं , अब बताइए , अब कितने कदम और चले",0
"320 कदम आप चल चुके हैं , अब बताइए , अब कितने कदम और चले कि आप मंदिर तक पहुँच जाएँ ?",0
"अजय ने मई में 2 किताबें , जून में 6 और जुलाई में 10 किताबें पढ़ीं ।",0
अजय ने कितनी किताबें पढ़ीं ?,0
हेज़ल और उसके पिताजी दोनों मछली पकड़ने,0
हेज़ल और उसके पिताजी दोनों मछली पकड़ने जाना पसंद करते हैं ।,1
हेज़ल और उसके पिताजी दोनों मछली पकड़ने जाना पसंद करते हैं ।,0
"इस साल , मछली पकड़ने",0
"इस साल , मछली पकड़ने के अनूठे अनुभव के लिए उनका ग्रेट लेक्स के चारों ओर जाने का इरादा था ।",1
"इस साल , मछली पकड़ने के अनूठे अनुभव के लिए उनका ग्रेट लेक्स के चारों ओर जाने का इरादा था ।",2
वे सबसे पहले लेक ओंटारियो गए ।,1
हेज़ल और उसके पिताजी ने अपने बीच 1 मुकाबला रखा ।,0
अगर हेज़ल ने 24 मछलियाँ पकड़ीं,0
अगर हेज़ल ने 24 मछलियाँ पकड़ीं और उसके पिता ने 27 पकड़ीं,0
"अगर हेज़ल ने 24 मछलियाँ पकड़ीं और उसके पिता ने 27 पकड़ीं , तो उन्होंने कुल कितनी मछलियाँ पकड़ीं ?",0
1 कटोरे में 95 समोसे हैं ।,2
अरिजीत ने 28 समोसे खाए ।,1
एलन ने अरिजीत की तुलना में 9 कम समोसे खाए ।,1
शिवम ने अरिजीत की तुलना में 12 अधिक समोसे खाए ।,1
शिवम ने कितने समोसे खाए ?,1
पिछले साल न्यूबर्ग के हवाई अड्डे पर कुल 14507 यात्री उतरे थे ।,5
दुर्भाग्य से उनमें से 213 यात्री देर से उतरे ।,5
न्यूबर्ग में पिछले साल कितने यात्री समय पर उतरे ?,5
किताब की लंबाई 15 उंगलियों है,2
किताब की लंबाई 15 उंगलियों है जितनी और पुस्तिका की लंबाई 12 उंगलियों जितनी है ।,2
किताब की लंबाई कितनी उंगलियाँ अधिक है ?,2
1 होटल को आज खाना बनाने,0
1 होटल को आज खाना बनाने के लिए 5 किलो आटा चाहिए ।,0
अगर उन्हें 3 किलो सब्ज़ी भी चाहिए,0
"अगर उन्हें 3 किलो सब्ज़ी भी चाहिए , तो उन्हें कुल कितनी सामग्री चाहिए ?",0
छुट्टी के दौरान पूजा ने चिड़ियाघर में 24 और संग्रहालय में 12 तस्वीरें लीं ।,0
अगर उसने बाद में 14 तस्वीरें हटा,1
"अगर उसने बाद में 14 तस्वीरें हटा दीं , तो उसके पास अभी भी कितनी तस्वीरें हैं ?",2
सैली ने 27 पोकेमॉन कार्ड बेच दिए ।,5
दैविक ने उसे 41 नए पोकेमॉन कार्ड दिए ।,5
सैली ने 20 पोकेमॉन कार्ड खरीदे ।,4
सैली के पास अब कितने पोकेमॉन कार्ड हैं ?,2
आज 1 भोजनालय ने दोपहर के खाने में 9 और रात के खाने में 6 पिज़्जा़ परोसे ।,1
आज कितने पिज़्जा़ परोसे गए ?,1
कमला के पास 14 चूड़ियाँ तथा विमला के पास 16 चूड़ियाँ हैं ?,2
दोनों के पास कुल कितनी चूड़ियाँ है ?,2
मालिनी के पास 33 पोकेमॉन कार्ड थे,2
मालिनी के पास 33 पोकेमॉन कार्ड थे जिनमें से 6 फटे हुए थे ।,2
सिद्धांत ने मालिनी को 23 नए पोकेमॉन कार्ड दिए ।,5
मालिनी के पास अब कितने पोकेमॉन कार्ड हैं ?,2
सिद्धांत इस साल 14 फ़ुटबॉल मैच देखने गया ।,0
सिद्धांत इस साल 14 फ़ुटबॉल मैच देखने गया ।,1
वह पिछले साल 29 मैच देखने गया था ।,0
वह पिछले साल 29 मैच देखने गया था ।,1
सिद्धांत कुल कितने फ़ुटबॉल मैच देखने गया ?,0
सिद्धांत कुल कितने फ़ुटबॉल मैच देखने गया ?,1
1 व्यापारी के पास 58 बोरी मक्का थी ।,2
उसमें से उसने 34 बोरी मक्का बेच दी ।,5
बताइए,2
"बताइए , अब व्यापारी के पास कितने बोरी मक्का बची ?",0
शॉन के पास 13 ब्लॉक थे ।,2
मिल्ड्रेड के पास 84 ब्लॉक थे ।,2
मिल्ड्रेड ने शॉन को 2 ब्लॉक दिए ।,5
मिल्ड्रेड के पास कितने ब्लॉक बचे ?,0
दाँत में दर्द होने,2
दाँत में दर्द होने के कारण साक्षी को डॉक्टर ने रोज आइसक्रीम खाने को कहा ।,1
दाँत में दर्द होने के कारण साक्षी को डॉक्टर ने रोज आइसक्रीम खाने को कहा ।,2
साक्षी 10 आइसक्रीम खरीदकर लाई ।,4
साक्षी 10 आइसक्रीम खरीदकर लाई ।,0
उसमें से 2 पिघलकर ख़राब हो गई ।,1
उसमें से 2 पिघलकर ख़राब हो गई ।,2
फिर उसने 1 आइसक्रीम खा ली ।,1
उसके पास अब कितनी आइसक्रीम बची है ?,0
बारबरा के पास 9 मिठाइयाँ थीं ।,2
उसने 18 और खरीदीं ।,4
बारबरा के पास कुल कितनी मिठाइयाँ हैं ?,2
टिम की बिल्ली के बच्चे हुए ।,2
उसने लैला को उनमें से 3 और सारा को 6 दिए ।,5
उसके पास अब 9 बिल्ली के बच्चे हैं ।,2
पहले उसके पास कितने बिल्ली के बच्चे थे ?,2
1 क्रिकेट खिलाड़ी ने टेस्ट क्रिकेट में 23030 रन बनाए,0
1 क्रिकेट खिलाड़ी ने टेस्ट क्रिकेट में 23030 रन बनाए एवं 1 दिवसीय क्रिकेट में 17499 रन बनाए ।,0
बताइए,2
बताइए दोनों खेलों में कुल कितने रन बनाए ?,0
शोभा ने 1 कार 328300 बेहतर में ख़रीदी ।,4
1220 GST लगाने,0
1220 GST लगाने पर कार की क़ीमत कितनी है ?,2
गुरप्रीत शनिवार को मॉल में कपड़े खरीदने गई थी ।,4
गुरप्रीत शनिवार को मॉल में कपड़े खरीदने गई थी ।,1
उसने ₹20 का नोट देकर,5
उसने ₹20 का नोट देकर 1 क़मीज़ पर ₹8.25 का भुगतान किया,0
उसने ₹20 का नोट देकर 1 क़मीज़ पर ₹8.25 का भुगतान किया और दूसरी क़मीज़ के लिए 9.24 रुपये वापस मिले ।,0
गुरप्रीत को बदले में कितने पैसे मिले ?,0
"1 दुकानदार ने ग्राहको को 1.500 लीटर , 5.300 लीटर व 3.400 लीटर तेल बेचा",5
"1 दुकानदार ने ग्राहको को 1.500 लीटर , 5.300 लीटर व 3.400 लीटर तेल बेचा तो उसने कुल कितना तेल बेचा ?",5
अगर एफिल टॉवर की ऊंचाई 324 मीटर है,2
"अगर एफिल टॉवर की ऊंचाई 324 मीटर है , तो यह बुर्ज खलीफा की 830 मीटर की ऊंचाई की तुलना में कितनी कम है ?",2
एलेक्सा 1 किताब पढ़ रही है ।,0
उसकी किताब में 95 पृष्ठ हैं ।,2
उसने पहले दिन 18 पृष्ठ पढ़े ।,0
"अगले दिन , एलेक्सा पढ़ना",0
"अगले दिन , एलेक्सा पढ़ना बंद नहीं कर सकी ।",0
उसने 58 पृष्ठ पढ़े ।,0
एलेक्सा को और कितने पृष्ठ पढ़ने हैं ?,0
तमन्ना के पास 21 पेंसिलें हैं ।,2
सीता के पास 25 पेंसिलें हैं ।,2
कुल मिलाकर कितनी पेंसिलें हैं ?,0
कुल मिलाकर कितनी पेंसिलें हैं ?,2
1 खेल खेलते,0
1 खेल खेलते समय राजबीर की 15 लाइव्स थीं ।,2
उसने 1 कठिन स्तर पर 8 लाइव्स गँवाईं ।,1
उसकी कितनी लाइव्स बाकी हैं ?,2
"ज़ैक फेरिस व्हील , रोलर कोस्टर और लॉग राइड की सवारी करना चाहता है ।",0
"ज़ैक फेरिस व्हील , रोलर कोस्टर और लॉग राइड की सवारी करना चाहता है ।",0
फेरिस व्हील की कीमत 2 टिकट हैं,2
"फेरिस व्हील की कीमत 2 टिकट हैं , रोलर कोस्टर की कीमत 7 टिकट हैं",2
"फेरिस व्हील की कीमत 2 टिकट हैं , रोलर कोस्टर की कीमत 7 टिकट हैं और लॉग राइड की कीमत 1 टिकट है ।",2
ज़ैक को कितने टिकट खरीदने पड़ेंगे ?,4
केट के पास 223 पैसे हैं ।,2
अरिजीत के पास 388 पैसे हैं ।,2
उनके पास कुल कितने पैसे हैं ?,2
खेल के मैदान पर 40 लड़के और 117 लड़कियाँ हैं ।,2
कुल कितने बच्चे खेल के मैदान पर हैं ?,2
1 गाँव में 24 वृक्ष लगे हैं ।,0
गाँव वालों ने 86 वृक्ष और लगा दिए ।,0
गाँव में अब कितने वृक्ष हो गए ?,2
कनिष्क ने 38 ख़रबूज़े उगाए ।,0
टिम ने 44 ख़रबूज़े उगाए ।,0
उन्होंने कुल कितने ख़रबूज़े उगाए ?,0
आमिर ने ₹250 का 1 बस्ता खरीदा,4
आमिर ने ₹250 का 1 बस्ता खरीदा तथा उसने ₹430 दुकानदार को दिए ।,5
दुकानदार उसको कितने रुपये वापिस करेगा ?,0
जैनी 0.6 मील दौड़ी,0
जैनी 0.6 मील दौड़ी और 0.4 मील चली ।,0
जेनी ने चलने,0
जेनी ने चलने की तुलना में कितना ज़्यादा दौड़ी ?,0
सैली के पास 27 पोकेमॉन कार्ड थे ।,2
दैविक के पास 41 नए पोकेमॉन कार्ड हैं ।,2
सैली ने 20 पोकेमॉन कार्ड खरीदे ।,4
सैली के पास दैविक की तुलना में कितने ज़्यादा पोकेमॉन कार्ड हैं ?,2
अथर्व को स्कूल जाने,1
अथर्व को स्कूल जाने में 98 मिनट लगते हैं ।,0
अगर वह साइकिल से स्कूल जाता,1
"अगर वह साइकिल से स्कूल जाता है , तो इससे वह 64 मिनट जल्दी पहुँचता है ।",0
अथर्व ने साइकिल से कितना समय बचाया ?,0
उमर और परी ने स्कूल के मेले के लिए अंडे के रोल बनाए ।,0
उमर ने 219 अंडे के रोल बनाए ।,0
परी ने 229 अंडे के रोल बनाए ।,0
उमर और परी ने कुल कितने अंडे के रोल बनाए ?,0
1 डिब्बे में 55 संतरे थे ।,2
डेबोरा के पास 1 बैग में 11 संतरे हैं ।,2
सूज़न ने डिब्बे से 35 संतरे निकाल लिए ।,1
डिब्बे में कितने संतरे बचे हैं ?,0
आज पाई के कितने टुकड़े परोसे,1
"आज पाई के कितने टुकड़े परोसे गए , अगर कुल मिलाकर",0
"आज पाई के कितने टुकड़े परोसे गए , अगर कुल मिलाकर 7 बिके",1
"आज पाई के कितने टुकड़े परोसे गए , अगर कुल मिलाकर 7 बिके जिनमें से कल 5 बिके थे ?",1
मिलफोर्ड झील पहले नीले रंग की,3
मिलफोर्ड झील पहले नीले रंग की थी क्योंकि इसमें केवल 809 शैवाल के पौधे थे ।,2
अब 3263 शैवाल के पौधे हैं,2
अब 3263 शैवाल के पौधे हैं और झील हरी हो गई ।,2
मिलफोर्ड झील में पहले से कितने ज़्यादा शैवाल के पौधे हैं ?,2
लिनो ने सुबह समुद्र के किनारे 324 सीपियाँ उठाईं,0
लिनो ने सुबह समुद्र के किनारे 324 सीपियाँ उठाईं और दोपहर में 292 सीपियाँ वापस रखीं ।,0
उसके पास कितनी सीपियाँ हैं ?,2
1 भोजनालय ने दोपहर में 5 केक बनाए,0
1 भोजनालय ने दोपहर में 5 केक बनाए और रात को 6 बेचे ।,5
भोजनालय ने कल 3 केक बनाए थे ।,0
कितने केक बचे हैं ?,0
संदीपा के बैंक खाते में ₹98500 है ।,2
वह अपने बैंक खाते में और कितने रुपये जमा करवाये,0
वह अपने बैंक खाते में और कितने रुपये जमा करवाये ताकि उसके खाते में कुल ₹110000 पूरे हो जायें ?,2
मुसाफ़िर के पास 82 मोती हैं ।,2
उसने 77 मोतियों की 1 माला बनाई ।,0
उसके पास कितने मोती शेष रह गए ?,0
भावना आज 8 घंटे सोई,1
भावना आज 8 घंटे सोई और कल वह थकान होने,2
भावना आज 8 घंटे सोई और कल वह थकान होने के कारण 10 घंटे सोई थी ।,1
भावना ने इन दिनों में कुल कितने घंटों की नींद ली ?,0
दैविक ने 1 साँप के खिलौने पर ₹11.76 खर्च किए,0
दैविक ने 1 साँप के खिलौने पर ₹11.76 खर्च किए और 1 पिंजरा उसे ₹14.54 का पड़ा ।,0
उसने खिलौने की तुलना में पिंजरे पर कितना अधिक खर्चा किया ?,0
वर्णिका 19.833333333333332 मील दौड़ी,0
वर्णिका 19.833333333333332 मील दौड़ी और 9.166666666666666 मील चली ।,0
वर्णिका पैदल चलने,0
वर्णिका पैदल चलने की तुलना में कितना ज़्यादा भागी ?,0
जौश के पास 16 कंचे थे ।,2
उसने 7 कंचे खो दिए ।,1
उसके पास अब कितने कंचे हैं ?,2
कबीर के पास 13 बक्से थे ।,2
अगर उसने 8 खिलौनों से भरे,0
"अगर उसने 8 खिलौनों से भरे , तो उसके पास अभी भी कितने बक्से खाली हैं ?",2
जेसन के पास 7 बैंगनी गुब्बारे और 4 लाल गुब्बारे हैं ।,2
वह और 3 बैंगनी गुब्बारे खरीदना चाहता है ।,4
वह और 3 बैंगनी गुब्बारे खरीदना चाहता है ।,0
गुब्बारे खरीदने,4
गुब्बारे खरीदने के बाद उसके पास कितने बैंगनी गुब्बारे होंगे ?,2
कर्मचारी आज 57 छोटे पेड़ लगाएँगे ।,0
कर्मचारियों का काम समाप्त होने,2
कर्मचारियों का काम समाप्त होने पर पार्क में कितने छोटे पेड़ होंगे ?,2
मेरे कुत्ते के पास 860 हड्डियाँ थीं,2
मेरे कुत्ते के पास 860 हड्डियाँ थीं और फिर उसने खोदकर,0
मेरे कुत्ते के पास 860 हड्डियाँ थीं और फिर उसने खोदकर 367 हड्डियाँ ढूँढीं,0
"मेरे कुत्ते के पास 860 हड्डियाँ थीं और फिर उसने खोदकर 367 हड्डियाँ ढूँढीं , उसके पास अब कितनी हड्डियाँ हैं ?",2
दैविक को समुद्र तट पर 56 सीपियाँ मिलीं,0
"दैविक को समुद्र तट पर 56 सीपियाँ मिलीं , उसने लैला को अपनी कुछ सीपियाँ दीं ।",5
उसके पास अब 22 सीपियाँ हैं ।,2
उसने लैला को कितनी सीपियाँ दीं ?,5
स्वाति के परिवार में 7 सदस्य हैं ।,2
उसके घर 4 मेहमान और आ गए ।,0
अब उसके घर में कितने सदस्य हो गए ?,2
लोकसभा चुनाव में विजयी प्रत्याशी को 42312 वोट मिले ।,0
उसने अपने निकटतम प्रतिद्वंद्वी को 5318 वोटों से हराया ।,1
बताइए,2
बताइए निकटतम प्रतिद्वंद्वी को कितने वोट मिले ?,0
नन्हा कछुए का बच्चा 43 साल का है ।,2
उसकी माँ 134 साल की है ।,2
माँ से नन्हा कछुआ कितने साल छोटा है ?,2
ऋषभ ने 443 फीट लम्बे लंदन आई की लास वेगास के हाई रोलर से तुलना की,0
"ऋषभ ने 443 फीट लम्बे लंदन आई की लास वेगास के हाई रोलर से तुलना की , जो 550 फीट लम्बा है ।",2
विश्व का सबसे ऊंचा फेरिस व्हील होने,2
विश्व का सबसे ऊंचा फेरिस व्हील होने के कारण हाई रोलर लंदन आई,0
विश्व का सबसे ऊंचा फेरिस व्हील होने के कारण हाई रोलर लंदन आई से कितना लंबा है ?,2
मृणाल के पास 62 केले थे ।,2
52 1 घोड़े द्वारा खाए गए ।,1
मृणाल के पास अब कितने केले होंगे ?,2
सारा के पास 3 हरे और 5 लाल कंचे हैं ।,2
अजय के पास 4 हरे कंचे हैं ।,2
कुल कितने हरे कंचे हैं ?,2
कक्षा 5 में 68 छात्र हैं,2
"कक्षा 5 में 68 छात्र हैं , आज 12 छात्र अनुपस्थित हैं",2
"कक्षा 5 में 68 छात्र हैं , आज 12 छात्र अनुपस्थित हैं बताओ",2
"कक्षा 5 में 68 छात्र हैं , आज 12 छात्र अनुपस्थित हैं बताओ कितने छात्र उपस्थित हुए ?",2
नाशपाती के पेड़ से अथर्व ने 8 नाशपाती और जेसन ने 7 नाशपाती तोड़ीं ।,1
कनिष्क ने सेब के पेड़ से 6 सेब तोड़े ।,1
कुल कितनी नाशपाती तोड़ीं गईं ?,1
डीना ने मिठाई बनाई ।,0
उसने 0.625 कप आटे और 0.25 कप चीनी का इस्तेमाल किया ।,0
